Mods count: 177
 
                                     jar name                                      | notes |               mod id                |                     mod name                      |       mod version       |                                                                                                                                             mixin configs                                                                                                                                              |              modrinth hash               | curseforge hash
    /META-INF/jars/fabric-networking-api-v1-6.3.0+50a808ce4c.jar                   |       | fabric-networking-api-v1            | Fabric Networking API (v1)                        | 6.3.0+50a808ce4c        | fabric-networking-api-v1.mixins.json, fabric-networking-api-v1.client.mixins.json                                                                                                                                                                                                                      |                                          |                
    /META-INF/jars/worldeditcui-protocol-fabric-mc26.1-4.0.3.jar                   |       | worldeditcui_protocol               | WorldEditCUI Protocol (Fabric)                    | 4.0.3                   |                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jarjar/worldeditcui-protocol-neoforge-mc26.1-4.0.3.jar               |       | worldeditcui_protocol               | WorldEditCUI Protocol (NeoForge)                  | 4.0.3                   |                                                                                                                                                                                                                                                                                                        |                                          |                
xaerominimap-neoforge-26.1.2-25.3.12.jar                                           |       | xaerominimap                        | Xaero's Minimap                                   | 25.3.12                 | xaerohud.neoforge.mixins.json, xaerohud.mixins.json, xaerominimap.neoforge.mixins.json, xaerominimap.mixins.json                                                                                                                                                                                       | 123003e1c3cc61afa4436d64ab468b22e545f4d3 | 3906917323     
    /META-INF/jarjar/xaerolib-neoforge-26.1.2-1.1.15.jar                           |       | xaerolib                            | XaeroLib                                          | 1.1.15                  | xaerolib.neoforge.mixins.json, xaerolib.mixins.json                                                                                                                                                                                                                                                    |                                          |                
xaeroworldmap-neoforge-26.1.2-1.40.16.jar                                          |       | xaeroworldmap                       | Xaero's World Map                                 | 1.40.16                 | xaeroworldmap.mixins.json, xaeroworldmap.neoforge.mixins.json                                                                                                                                                                                                                                          | 90c6436ffb6ae88adfd9898cd8bf8ea49406dec0 | 2158219767     
    /META-INF/jarjar/xaerolib-neoforge-26.1.2-1.1.15.jar                           |       | xaerolib                            | XaeroLib                                          | 1.1.15                  | xaerolib.neoforge.mixins.json, xaerolib.mixins.json                                                                                                                                                                                                                                                    |                                          |                
yet_another_config_lib_v3-3.9.3+26.1-neoforge.jar                                  |       | yet_another_config_lib_v3           | YetAnotherConfigLib                               | 3.9.3+26.1-neoforge     | yacl.mixins.json, yacl-fabric.mixins.json                                                                                                                                                                                                                                                              | 21fc36b702f16a4587a9dbdced82840da819c321 | 3189486142     
    /META-INF/jarjar/common-image-3.12.0.jar                                       |       |                                     |                                                   |                         |                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jarjar/common-io-3.12.0.jar                                          |       |                                     |                                                   |                         |                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jarjar/common-lang-3.12.0.jar                                        |       |                                     |                                                   |                         |                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jarjar/gson-0.2.1.jar                                                |       |                                     |                                                   |                         |                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jarjar/imageio-core-3.12.0.jar                                       |       |                                     |                                                   |                         |                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jarjar/imageio-metadata-3.12.0.jar                                   |       |                                     |                                                   |                         |                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jarjar/imageio-webp-3.12.0.jar                                       |       |                                     |                                                   |                         |                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jarjar/json-0.2.1.jar                                                |       |                                     |                                                   |                         |                                                                                                                                                                                                                                                                                                        |                                          |                
